"filename", "language", "C++", "Makefile", "CMake", "XML", "GLSL", "C", "comment", "blank", "total"
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat3x4.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 2, 9
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat4x2.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 3, 10
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat4x3.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 2, 9
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\mat4x4.hpp", "C++", 5, 0, 0, 0, 0, 0, 2, 3, 10
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\matrix.hpp", "C++", 78, 0, 0, 0, 0, 0, 63, 21, 162
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\packing.hpp", "C++", 20, 0, 0, 0, 0, 0, 136, 18, 174
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\common.h", "C++", 197, 0, 0, 0, 0, 0, 11, 33, 241
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\exponential.h", "C++", 12, 0, 0, 0, 0, 0, 2, 7, 21
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\geometric.h", "C++", 105, 0, 0, 0, 0, 0, 2, 18, 125
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\integer.h", "C++", 63, 0, 0, 0, 0, 0, 29, 24, 116
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\matrix.h", "C++", 546, 0, 0, 0, 0, 0, 310, 173, 1029
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\neon.h", "C++", 144, 0, 0, 0, 0, 0, 2, 10, 156
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\packing.h", "C++", 3, 0, 0, 0, 0, 0, 2, 4, 9
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\platform.h", "C++", 307, 0, 0, 0, 0, 0, 19, 32, 358
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\trigonometric.h", "C++", 3, 0, 0, 0, 0, 0, 2, 5, 10
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\simd\vector_relational.h", "C++", 3, 0, 0, 0, 0, 0, 2, 4, 9
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\trigonometric.hpp", "C++", 37, 0, 0, 0, 0, 0, 153, 21, 211
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\vec2.hpp", "C++", 11, 0, 0, 0, 0, 0, 2, 2, 15
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\vec3.hpp", "C++", 11, 0, 0, 0, 0, 0, 2, 2, 15
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\vec4.hpp", "C++", 11, 0, 0, 0, 0, 0, 2, 3, 16
"d:\Projects\Coding\_computer-graphics\space-invaders\include\glm\vector_relational.hpp", "C++", 25, 0, 0, 0, 0, 0, 82, 15, 122
"d:\Projects\Coding\_computer-graphics\space-invaders\include\space-invaders\player.hpp", "C++", 13, 0, 0, 0, 0, 0, 0, 7, 20
"d:\Projects\Coding\_computer-graphics\space-invaders\include\stbi\stb_image.h", "C++", 5265, 0, 0, 0, 0, 0, 1153, 776, 7194
"d:\Projects\Coding\_computer-graphics\space-invaders\include\stbi\stb_image_aug.h", "C++", 124, 0, 0, 0, 0, 0, 188, 43, 355
"d:\Projects\Coding\_computer-graphics\space-invaders\makefile", "Makefile", 0, 16, 0, 0, 0, 0, 8, 10, 34
"d:\Projects\Coding\_computer-graphics\space-invaders\src\glad\glad.c", "C", 0, 0, 0, 0, 0, 1769, 25, 47, 1841
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\component.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 3, 20
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\core.cpp", "C++", 68, 0, 0, 0, 0, 0, 10, 19, 97
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\core.hpp", "C++", 272, 0, 0, 0, 0, 0, 34, 56, 362
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\debug.cpp", "C++", 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\gameobject.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 14, 38
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\material.cpp", "C++", 4, 0, 0, 0, 0, 0, 0, 3, 7
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\mesh.cpp", "C++", 67, 0, 0, 0, 0, 0, 0, 18, 85
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\object.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 6, 19
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\physics2d.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\resource_manager.cpp", "C++", 133, 0, 0, 0, 0, 0, 23, 21, 177
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\scene.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 13, 66
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\scene_manager.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 8, 27
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\shader.cpp", "C++", 121, 0, 0, 0, 0, 0, 13, 8, 142
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\texture.cpp", "C++", 26, 0, 0, 0, 0, 0, 11, 6, 43
"d:\Projects\Coding\_computer-graphics\space-invaders\src\moxxi\transform.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 8, 30
"d:\Projects\Coding\_computer-graphics\space-invaders\src\space-invaders\main.cpp", "C++", 18, 0, 0, 0, 0, 0, 4, 9, 31
"d:\Projects\Coding\_computer-graphics\space-invaders\src\space-invaders\player.cpp", "C++", 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\Projects\Coding\_computer-graphics\space-invaders\src\stbi\stb_image.cpp", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 2
"Total", "-", 48794, 16, 35, 226, 12, 1769, 18946, 11066, 80864
